"","wt_t00","wt_t00","wt_t00","wt_t10","wt_t10","wt_t10","wt_t10_riff","wt_t10_riff","wt_t10_riff","wt_t30","wt_t30","wt_t30","wt_t30_riff","wt_t30_riff","wt_t30_riff","wt_t60","wt_t60","wt_t60","wt_t60_riff","wt_t60_riff","wt_t60_riff","ppk_delta_t00","ppk_delta_t00","ppk_delta_t00","ppk_delta_t10","ppk_delta_t10","ppk_delta_t10","ppk_delta_t10_riff","ppk_delta_t10_riff","ppk_delta_t10_riff","ppk_delta_t30","ppk_delta_t30","ppk_delta_t30","ppk_delta_t30_riff","ppk_delta_t30_riff","ppk_delta_t30_riff","ppk_delta_t60","ppk_delta_t60","ppk_delta_t60","ppk_delta_t60_riff","ppk_delta_t60_riff","ppk_delta_t60_riff"
"b4159",1.70430721554394e-05,1.77863473029195e-05,1.35022481892382e-05,1.83137628974675e-05,2.96853509042835e-05,1.37844744404034e-05,1.75700863423326e-05,1.69548999660902e-05,1.70442214857769e-05,5.16045355226271e-06,1.6614386729757e-05,9.2271692152108e-06,1.820357537382e-05,2.61472677232267e-05,3.05283789741223e-05,1.90666149392748e-05,2.34493079256529e-05,2.09080902361734e-05,1.5380127287918e-05,2.32624072229774e-05,7.79580905101227e-06,4.40898749606238e-05,4.85140737334172e-05,4.83673832459066e-05,3.52078833054519e-05,1.83895484315029e-05,4.49682437721577e-05,3.43197364456255e-05,5.68392149775704e-05,2.73708535600683e-05,4.26775216254574e-05,7.51716419157075e-05,4.62369920094161e-05,1.00482046720082e-05,4.35816356672106e-05,2.71946785453023e-06,2.83523057512652e-05,5.71735441675838e-05,4.85563415036864e-05,8.79942158468783e-06,4.78446007368068e-05,8.48721613070313e-06
"b4160",4.40450479197801e-05,4.12437038908279e-05,4.45314531625836e-05,3.93484277111302e-05,3.28101246836818e-05,4.11766992899228e-05,4.42912593212969e-05,6.85567694281039e-05,4.38762137257622e-05,8.17071812441596e-06,4.31974054973683e-05,4.15222614684486e-05,3.44909849188168e-05,5.27453504071986e-05,2.53540774530846e-05,3.79325286686626e-05,4.33456904080251e-05,3.93009214965665e-05,1.47186164368247e-05,2.42316741906015e-05,1.2083504029069e-05,0.000106502814839948,0.000120952896157287,8.65257340419852e-05,0.000100076427144757,5.51686452945086e-05,0.000105070031121484,7.59274478121367e-05,0.000110763598417829,7.59215342797132e-05,0.00010063634938132,0.000108581260544911,9.27710096634323e-05,1.71709826673557e-05,2.90544237781404e-05,0,0.00010293119696655,8.37184039596763e-05,8.90389119376732e-05,1.28324898110031e-05,1.79417252763026e-05,1.19819521845221e-05
"b4161",7.00203325904197e-05,7.37231207048549e-05,5.77740427327979e-05,5.61970895768003e-05,6.61410449972632e-05,5.35473814800284e-05,4.61214766486232e-05,6.04479042269303e-05,3.22321416216176e-05,8.17071812441596e-06,7.77553298952629e-05,4.52131291545329e-05,2.98921869296413e-05,4.46306811137834e-05,3.20806694304336e-05,6.74356065220668e-05,7.88749448408325e-05,5.01479758296189e-05,1.37263501601849e-05,1.79314389010451e-05,8.18559950356288e-06,0.000125643873728234,0.000104338487344473,0.000101588240935174,0.000108680282872135,4.46603319050784e-05,0.000119252323388087,7.46023614628847e-05,9.91042722685842e-05,6.19102640049163e-05,0.000115917655511726,5.0114427943805e-05,0.00011435487317104,2.5438492840527e-05,1.93696158520936e-05,1.35973392726511e-05,0.000104780260385111,0.000163352983335954,0.000104276733393163,1.09992769808598e-05,1.79417252763026e-05,1.72240562652505e-05
"b4162",4.75357976383641e-05,3.91815186962865e-05,3.88189635440597e-05,3.86158771952315e-05,3.593489846308e-05,3.09267054752639e-05,2.92834772372211e-05,4.05443260058679e-05,2.48069362218732e-05,1.29011338806568e-05,4.38619809665586e-05,4.42904122330119e-05,1.43712437161737e-05,1.57785236260851e-05,6.20916182524521e-06,4.31507601257273e-05,5.82679772698042e-05,4.71611057958798e-05,7.60737478757233e-06,2.90780090287218e-06,6.23664724080981e-06,2.85479895385115e-05,2.09341551041458e-05,2.62757064692296e-05,2.96606605338534e-05,1.57624700841453e-05,2.44731018990781e-05,1.25883203178935e-05,2.47760680671461e-05,1.14045223166951e-05,2.36791410308989e-05,8.35240465730084e-06,2.12868378630074e-05,2.28946435564743e-06,9.68480792604681e-06,0,1.84906341856078e-05,3.26705966671908e-05,2.38801679526327e-05,7.33285132057319e-07,1.19611501842017e-05,4.99248007688419e-07
"b4163",6.57082299968748e-06,1.05686991220247e-05,6.36163616608337e-06,6.38365449568868e-06,9.37432133819479e-06,6.00861706376556e-06,8.78504317116632e-06,5.16018694620137e-06,4.21886670440021e-06,4.30037796021892e-06,6.64575469190281e-06,1.84543384304216e-06,6.13173065223411e-06,9.01629921490575e-06,5.69173167314144e-06,7.02454234604862e-06,7.81643597521763e-06,6.28814743945064e-06,1.65377712773311e-06,6.30023528955639e-06,3.89790452550613e-06,1.23517089407313e-05,9.96864528768846e-06,2.62757064692296e-05,1.13208627991807e-05,2.10166267788604e-05,1.61712722796029e-05,5.83037993670858e-06,1.31167419179009e-05,6.51686989525435e-06,1.33539341860302e-05,4.17620232865042e-05,1.7128478838606e-05,1.90788696303952e-06,1.45272118890702e-05,5.43893570906045e-06,1.91069886584613e-05,2.04191229169942e-05,1.54652516264669e-05,2.56649796220062e-06,0,2.99548804613052e-06
"b4164",5.33879368724607e-06,6.44432873294186e-06,2.59658619023811e-06,7.11620501158738e-06,5.72875192889681e-06,5.30172093861667e-06,6.22273891290947e-06,3.68584781871526e-06,4.21886670440021e-06,6.02052914430649e-06,5.98117922271253e-06,9.2271692152108e-06,5.36526432070484e-06,5.40977952894345e-06,3.1045809126226e-06,5.6196338768389e-06,6.39526579790534e-06,5.50212900951931e-06,2.8114211171463e-06,7.75413574099248e-06,2.33874271530368e-06,8.99793366543343e-06,3.98745811507538e-06,1.57319516439973e-05,8.03781258741829e-06,1.83895484315029e-05,1.04637644162136e-05,5.83037993670858e-06,7.28707884327825e-06,3.58427844238989e-06,1.18395705154495e-05,3.34096186292033e-05,1.01978804646036e-05,1.01753971362108e-06,4.8424039630234e-06,8.15840356359068e-06,1.72579252399006e-05,2.24610352086936e-05,1.27360895747374e-05,1.46657026411464e-06,5.98057509210086e-06,4.74285607303998e-06
"b4165",2.87473506236327e-06,3.60882409044744e-06,2.07726895219049e-06,2.30230162139592e-06,2.08318251959884e-06,2.82758450059556e-06,1.83021732732632e-06,7.37169563743052e-06,2.0250560181121e-06,3.44030236817514e-06,5.98117922271253e-06,9.2271692152108e-07,3.83233165764632e-06,1.80325984298115e-06,3.1045809126226e-06,1.60560967909683e-06,7.10585088656149e-07,2.35805528979399e-06,1.15764398941318e-06,2.90780090287218e-06,2.33874271530368e-06,4.49896683271672e-06,2.99059358630654e-06,5.52291919416927e-06,3.84909335172143e-06,1.83895484315029e-05,4.92921133656344e-06,2.6501726985039e-06,7.28707884327825e-06,2.93259145286446e-06,3.85474388875099e-06,5.0114427943805e-05,5.4454701510019e-06,8.90347249418444e-07,1.45272118890702e-05,2.71946785453023e-06,8.62896261995028e-06,6.12573687509827e-06,3.86631290661672e-06,1.09992769808598e-06,1.19611501842017e-05,1.24812001922105e-06
"b4670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17993969584857e-08,0,0,0,0,8.6477391869534e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b4166",0.000130800445337529,0.000168068093355124,0.000135541799130429,0.000134579994777961,0.000157280280229713,0.000128301646714524,5.63706936816505e-05,9.43577041591107e-05,5.46765124890267e-05,2.32220409851822e-05,0.000204689244510607,0.000117185049033177,3.90897829079924e-05,4.82372007997457e-05,3.00109488220185e-05,0.000140892249340747,0.000189015633582536,0.000148714686943008,3.15871431397025e-05,2.32624072229774e-05,2.10486844377331e-05,0.000129161247797449,0.000181097056059674,0.000153804931498229,0.000122378526859143,7.88123504207266e-05,0.000158426581904986,6.22790584148416e-05,8.30726988133721e-05,6.84271339001707e-05,0.000135329044380079,0.000167048093146017,0.000158413677120055,1.56446730969241e-05,4.8424039630234e-06,1.63168071271814e-05,0.000128818084826401,0.000208275053753341,0.00013759525344136,9.16606415071649e-06,1.79417252763026e-05,1.27308241960547e-05
"b4167",0.000371662175919823,0.000386917497125829,0.000309513073876383,0.000323787328027226,0.000308311012900629,0.000304318781876597,0.000161425168270181,0.000199772951774367,0.000106146686282709,5.50448378908022e-05,0.000514381413153278,0.000302651150258914,9.04430271204531e-05,0.000104138255932161,7.91668132718764e-05,0.0003921701641194,0.000510910678743771,0.000369743069439698,4.81249144170336e-05,5.47635836707594e-05,3.54709311821058e-05,0.000220694772993995,0.000327303853612438,0.00020970356819073,0.000227549342263532,0.000126099760673163,0.000253551712961474,0.000104946838860754,0.000147198992634221,8.73260565964083e-05,0.000216003327194654,0.000158695688488716,0.000252669815006488,3.5868274905143e-05,9.68480792604681e-06,2.71946785453023e-06,0.000142994237702033,0.000198065492294844,0.000233570785593845,1.9432055999519e-05,6.57863260131094e-05,1.59759362460294e-05
"b4168",4.92811724976561e-05,4.82035789224051e-05,3.9857598020155e-05,5.03366854496107e-05,3.9580467872378e-05,4.29439396027951e-05,2.30607383243116e-05,5.23390390257567e-05,2.24443708674091e-05,9.46083151248163e-06,7.11095752033601e-05,3.87541107038854e-05,1.820357537382e-05,2.84013425269531e-05,8.79631258576405e-06,5.94075581265827e-05,7.31902641315833e-05,4.77899205398249e-05,1.55455050006913e-05,1.26004705791128e-05,6.23664724080981e-06,4.90796381750914e-05,6.37993298412061e-05,3.91625179222912e-05,4.50570339407391e-05,2.10166267788604e-05,4.23739220160716e-05,2.30565024769839e-05,3.49779784477356e-05,1.88989226962376e-05,4.00618025580906e-05,4.17620232865042e-05,4.12865645994144e-05,1.78069449883689e-06,9.68480792604681e-06,5.43893570906045e-06,3.20504325883868e-05,4.90058950007861e-05,4.02551402630093e-05,2.19985539617196e-06,5.98057509210086e-06,3.24511204997473e-06
"b4169",0.000112936020307128,0.000139455273780862,9.76316407529529e-05,0.000105591924363113,0.000100513556570644,0.000115577516461844,9.51713010209684e-05,0.000131953351910006,7.34082806565637e-05,2.23619653931384e-05,0.000155510659790526,0.00010242157828884,5.26945602926368e-05,7.03271338762648e-05,5.43301659708956e-05,9.6938684375471e-05,0.000144959358085854,0.000119003190291603,2.7618078033143e-05,4.50709139945188e-05,2.06588939851825e-05,0.000112146973230084,0.000153184849254146,0.000106274354190833,0.000106868944824266,5.77957236418662e-05,0.000125392218210824,9.68638121303175e-05,0.000126795171873042,8.47193086383065e-05,0.00011715668033311,0.000125286069859513,0.000133265505877246,2.67104174825533e-05,9.68480792604681e-06,1.63168071271814e-05,9.43022343465995e-05,0.000116389000626867,0.000112009359206396,9.89934928277381e-06,6.57863260131094e-05,1.5476688238341e-05
"b4170",6.9404317934199e-05,7.57853058993963e-05,6.08899461610836e-05,5.94412418614946e-05,5.52043367693693e-05,5.40775535738901e-05,7.72351712131705e-05,9.58320432865968e-05,5.9570397866131e-05,1.37612094727006e-05,9.76925939709713e-05,6.18220337419124e-05,4.57963633088735e-05,6.04092047398685e-05,5.69173167314144e-05,7.48615512878896e-05,6.75055834223341e-05,6.52395296843004e-05,2.86103443097829e-05,4.21631130916466e-05,2.06588939851825e-05,0.000151737881357991,0.000167473240833166,0.000150290346556485,0.00014286928852566,8.14394287680842e-05,0.000159810220174899,0.000145494481147864,0.000173432476470022,0.000117303658114578,0.000152813061304057,0.000116933665202212,0.000152275147131653,4.05743960806405e-05,0.000101690483223491,3.53530821088929e-05,0.000109711096167939,0.000169478720211052,0.000142257571946397,2.41984093578915e-05,5.98057509210086e-06,2.52120243882652e-05
"b4171",0.000441271832072762,0.000485644613314499,0.000444535555768764,0.00045658827155229,0.000495797439664524,0.000454004036376875,0.000242320774138004,0.000280861603786103,0.000232037668742012,7.86969166720063e-05,0.000492450422669998,0.00040138186086167,0.000146778302487854,0.000139752637831039,0.00013453183954698,0.000458200862172257,0.000552124613885827,0.000471611057958798,6.99547725031108e-05,9.15957284404737e-05,4.67748543060736e-05,0.000796644326978693,0.000870262733615202,0.000809860787290457,0.000778535734699656,0.000454484554092857,0.000807958272237056,0.000442578840650151,0.000505723271723511,0.000402742559526719,0.000793251224535114,0.000559611112039156,0.000825830300536488,0.000186718537449468,0.00024212019815117,7.61450999268463e-05,0.000777839344741233,0.00108017160230899,0.000787476967009434,9.78935651296521e-05,0.000155494952394622,0.000142535306195044
"b4172",0.000426282142104725,0.000357015811804979,0.000280431308545716,0.000365438057359752,0.000283312822665442,0.000257840361648058,0.000154470342426341,0.000234419921270291,0.000123528417104838,6.53657449953276e-05,0.000369503960869796,0.000269433341084155,0.000107305286414097,0.000100080921285454,9.21025670744706e-05,0.000374107055229561,0.000395085309292819,0.000308748039277027,4.61403818637539e-05,5.57328506383835e-05,2.2218055795385e-05,0.000447769898950751,0.000463209717701257,0.000340245294598367,0.000377437565724684,0.00012872683902052,0.000437056738508625,0.000178224113974387,0.000182176971081956,0.000178562235129969,0.000362483594967191,0.000208810116432521,0.000446924586574956,4.57892871129486e-05,5.81088475562808e-05,3.80725499634232e-05,0.000233598345211511,0.000300161106879815,0.000348764167193926,2.45650519239202e-05,1.19611501842017e-05,3.31999925112799e-05
"b4173",0.000187679131928574,0.000199774190721198,0.000149823023176739,0.000176335374184187,0.000152593119560615,0.00017371972275534,0.0001390965168768,0.00022704822563286,0.000129266075822822,2.83824945374449e-05,0.000232601414216598,0.00014486655667881,9.33172758636878e-05,0.000128031448851662,7.55448022071501e-05,0.000177018467120425,0.000250125951206964,0.000185814756835766,5.98667320239388e-05,5.62174841221955e-05,4.52156924958711e-05,0.000182821652202216,0.000269153422767588,0.000187946613789457,0.000208530292760908,7.6185272073369e-05,0.000205470283082013,0.000153710016513226,0.000179262139544645,0.000135876737316053,0.000175666185787367,0.000175400497803318,0.000198512139141069,4.87147137896092e-05,1.45272118890702e-05,3.53530821088929e-05,0.000125119957989279,0.000181730193961249,0.000193997935843768,1.9432055999519e-05,3.58834505526051e-05,1.64751842537178e-05
"b4174",9.41475732923971e-05,0.000114709051446365,9.7501811443441e-05,0.000104336123478715,8.17649138942545e-05,9.41939086760896e-05,9.29750402281769e-05,0.000176183525734589,9.01149928059885e-05,1.72015118408757e-05,0.000156175235259716,0.000104267012131882,8.71855452114537e-05,0.000124424929165699,6.83007800776973e-05,0.0001011534097831,0.000143538187908542,8.72480457223777e-05,5.95359765983921e-05,6.93025881851203e-05,3.93688357076119e-05,0.000164007790901764,0.000272144016353895,0.00016267507444644,0.000180228135762957,0.000141862230757308,0.000200022207394232,0.000193330098355859,0.000275451580275918,0.000174977956687579,0.00017773122715634,0.00020045771177522,0.000183957882555664,6.34690396371148e-05,6.77936554823276e-05,4.07920178179534e-05,0.000171346543453299,0.00014089194812726,0.000167274890753917,2.12652688296623e-05,7.17669011052103e-05,3.04541284689936e-05
"b4175",4.63037683259227e-05,5.36168150580763e-05,3.76504997584526e-05,4.87669343441135e-05,4.01012635022777e-05,3.69353225390295e-05,5.67367371471158e-05,0.00012310731714509,5.02888911164505e-05,1.07509449005473e-05,7.04449997341698e-05,3.32178091747589e-05,3.98562492395217e-05,6.67206141903025e-05,3.93246915598863e-05,5.31858206200824e-05,6.39526579790534e-05,4.18161804723468e-05,3.14217654269292e-05,4.02245791563985e-05,2.49465889632393e-05,0.000123353490613396,0.000164150359070603,0.000109454216757173,0.000119435102531356,0.00010771021224166,0.00012988904258804,0.00015609517194188,0.000227356859910281,0.000133595832852714,0.000116192994360923,0.00010022885588761,0.000134156582811047,8.49645660873601e-05,7.26360594453511e-05,1.35973392726511e-05,0.000109094741695086,0.000157227246460856,0.000120537990618051,4.03306822631526e-05,5.98057509210086e-05,2.1467664330602e-05
"b4176",3.0800732811035e-07,2.31995834385907e-06,2.59658619023811e-07,6.27900442198886e-07,0,1.76724031287222e-07,0,0,8.43773340880042e-07,0,6.64575469190281e-07,9.2271692152108e-07,1.91616582882316e-07,0,0,4.01402419774207e-07,1.4211701773123e-06,3.14407371972532e-07,3.30755425546623e-07,4.8463348381203e-07,7.79580905101227e-07,1.1451915574188e-06,2.32601723379397e-06,6.69444750808396e-07,2.03775530385252e-06,7.88123504207266e-06,1.55659305365161e-06,9.27560444476364e-07,0,6.51686989525435e-07,1.51436367058075e-06,0,1.88116241580066e-06,0,1.93696158520936e-05,0,1.84906341856078e-06,0,1.36458102586472e-06,0,5.98057509210086e-06,2.4962400384421e-07
"b4177",0.000229978804989062,0.000222200454711835,0.000172023835103275,0.000253253178353551,0.000188528018023695,0.000158698180095926,0.000183021732732632,0.000202721630029339,0.000115090683696038,4.25737418061673e-05,0.000336275187410282,0.000176238932010526,0.000117652581889742,0.000146514862242218,9.72768685955083e-05,0.00028961184586709,0.000313368024097362,0.000196976218540791,7.3262326758577e-05,7.94798913451729e-05,3.89790452550613e-05,0.00347410218822385,0.00312649945039536,0.0023122621692922,0.00314912440484809,0.00144752016939401,0.00294611178621128,0.00231876860255599,0.00228960017255803,0.00169406032927137,0.00369890210010577,0.0019795199037803,0.00270431948553574,0.00101092570548254,0.000992692812419798,0.000513979424506213,0.00310704289765496,0.0024870491712899,0.00249650098681951,0.000486168042554003,0.000502368307736472,0.000480526207400104
"b4178",7.90552142149899e-06,7.47542133021256e-06,5.71248961852384e-06,1.10929078121803e-05,1.09367082278939e-05,1.09568899398078e-05,2.56230425825684e-06,3.68584781871526e-06,4.38762137257622e-06,2.58022677613135e-06,2.65830187676112e-06,2.76815076456324e-06,2.87424874323474e-06,2.70488976447172e-06,7.24402212945274e-06,6.82384113616152e-06,2.13175526596845e-06,7.70298061332704e-06,9.92266276639869e-07,0,1.16937135765184e-06,1.50510890403614e-05,7.64262805389448e-06,1.60666740194015e-05,1.27925749630742e-05,7.88123504207266e-06,5.70750786338924e-06,4.24027631760624e-06,1.45741576865565e-06,3.91012193715261e-06,7.02114065451073e-06,0,1.18810257840041e-05,1.52630957043162e-06,0,0,1.23270894570718e-05,1.22514737501965e-05,7.96005598421089e-06,0,5.98057509210086e-06,1.49774402306526e-06
"b4179",0.000152976972961474,0.00015853048683037,0.000123597502655334,0.00015237050730693,0.000128115724955329,0.000124943890120066,0.000126651039050981,0.000196087103955652,0.000100409027564725,2.06418142090508e-05,0.000204024669041416,9.68852767597134e-05,8.18202808907489e-05,0.000136146118145077,7.55448022071501e-05,0.000161564473959118,0.000238756589788466,0.000145570613223282,4.99440692575401e-05,7.56028234746767e-05,3.4301559824454e-05,0.000618403441006152,0.000834375610579524,0.000478820358015705,0.00064721372622916,0.000362536811935342,0.000598510029129045,0.000431050589411659,0.000504265855954855,0.000321281685836039,0.000644292907119808,0.000542906302724554,0.000567120964089798,9.20873440827077e-05,5.81088475562808e-05,5.16698892360743e-05,0.00050109618642997,0.000445136879590474,0.000554361041757544,4.21638950932959e-05,2.99028754605043e-05,4.36842006727367e-05
"b4180",1.78644250304003e-05,2.01063056467786e-05,1.70076395460596e-05,1.75812123815688e-05,2.13526208258881e-05,1.16637860649567e-05,2.59890860480337e-05,2.8012443422236e-05,1.65379574812488e-05,6.88060473635028e-06,2.39247168908501e-05,2.21452061165059e-05,1.43712437161737e-05,2.70488976447172e-05,1.08660331941791e-05,2.34820415567911e-05,1.49222868617791e-05,2.05936828642009e-05,1.58762604262379e-05,1.45390045143609e-05,6.23664724080981e-06,5.34150062138912e-05,6.71222116037689e-05,4.85347444336087e-05,4.83400841525015e-05,3.94061752103633e-05,4.9724500324982e-05,6.10864807005149e-05,5.24669676716034e-05,3.94270628662888e-05,5.47924309901034e-05,8.35240465730084e-05,5.25735390942183e-05,1.44999409191004e-05,1.93696158520936e-05,1.35973392726511e-05,4.86920033554337e-05,4.49220704173873e-05,4.93523471021075e-05,4.39971079234392e-06,2.99028754605043e-05,3.99398406150735e-06
"b4181",0,1.0310925972707e-06,3.89487928535716e-07,0,0,0,0,0,0,0,6.64575469190281e-07,0,1.91616582882316e-07,0,5.17430152103767e-07,4.01402419774207e-07,0,0,0,0,0,8.17993969584857e-08,6.64576352512564e-07,0,0,0,3.45909567478136e-07,1.32508634925195e-07,0,3.25843494762718e-07,0,0,0,1.27192464202635e-07,0,0,0,2.04191229169942e-06,4.54860341954908e-07,1.09992769808598e-06,1.19611501842017e-05,0
"b4182",1.64270574992187e-06,2.83550464249442e-06,1.29829309511905e-06,9.4185066329833e-07,2.08318251959884e-06,2.12068837544667e-06,1.09813039639579e-06,4.42301738245831e-06,3.37509336352017e-07,0,0,9.2271692152108e-07,1.34131608017621e-06,0,2.58715076051884e-06,2.00701209887104e-07,7.10585088656149e-07,4.71611057958798e-07,3.30755425546623e-07,2.42316741906015e-06,7.79580905101227e-07,3.35377527529792e-06,1.99372905753769e-06,2.34305662782939e-06,2.60379844381156e-06,0,2.59432175608602e-06,2.12013815880312e-06,1.45741576865565e-06,3.25843494762718e-06,8.26016547589498e-07,2.50572139719025e-05,2.27719660860079e-06,2.16227189144479e-06,0,5.43893570906045e-06,0,1.63352983335954e-05,1.81944136781963e-06,2.93314052822928e-06,1.79417252763026e-05,1.24812001922105e-06
"b4183",8.21352874960934e-07,1.54663889590605e-06,5.19317238047622e-07,1.04650073699814e-07,5.2079562989971e-07,8.83620156436113e-07,7.32086930930526e-07,0,0,4.30037796021892e-07,0,0,3.83233165764632e-07,0,2.58715076051884e-06,4.01402419774207e-07,0,6.28814743945064e-07,1.65377712773311e-06,4.8463348381203e-07,0,9.81592763501829e-07,1.99372905753769e-06,3.01250137863778e-06,6.79251767950841e-07,0,1.29716087804301e-06,6.62543174625975e-07,1.45741576865565e-06,3.25843494762718e-07,6.88347122991248e-07,0,5.94051289200207e-07,5.0876985681054e-07,0,0,0,0,4.54860341954908e-07,3.6664256602866e-07,0,2.4962400384421e-07
"b4184",8.21352874960934e-07,1.54663889590605e-06,6.49146547559527e-07,7.32550515898701e-07,3.12477377939826e-06,5.30172093861667e-07,2.19626079279158e-06,7.37169563743052e-07,1.18128267723206e-06,4.30037796021892e-07,6.64575469190281e-07,2.76815076456324e-06,7.66466331529263e-07,2.25407480372644e-06,5.17430152103767e-07,8.02804839548414e-07,1.4211701773123e-06,7.8601842993133e-07,4.96133138319934e-07,1.45390045143609e-06,0,9.81592763501829e-07,9.96864528768846e-07,1.67361187702099e-06,1.35850353590168e-06,5.25415669471511e-06,1.72954783739068e-06,5.3003453970078e-07,0,0,1.3766942459825e-06,0,1.88116241580066e-06,2.5438492840527e-07,0,0,1.23270894570718e-06,4.08382458339884e-06,1.02343576939854e-06,1.09992769808598e-06,1.79417252763026e-05,0
"b4185",1.02669109370117e-06,3.60882409044744e-06,1.03863447609524e-06,5.23250368499072e-07,1.04159125979942e-06,1.76724031287223e-06,7.32086930930526e-07,7.37169563743052e-07,1.35003734540807e-06,4.30037796021892e-07,1.32915093838056e-06,1.84543384304216e-06,5.74849748646947e-07,2.25407480372644e-06,5.17430152103767e-07,1.20420725932262e-06,7.10585088656149e-07,1.10042580190386e-06,1.4883994149598e-06,1.45390045143609e-06,1.16937135765184e-06,2.69938009963003e-06,3.98745811507538e-06,3.68194612944618e-06,3.50946746774601e-06,7.88123504207266e-06,3.89148263412903e-06,2.38515542865351e-06,7.28707884327825e-06,2.60674795810174e-06,3.16639676575974e-06,1.67048093146017e-05,4.25736757260148e-06,6.35962321013174e-07,4.8424039630234e-06,0,4.93083578282873e-06,0,2.9565922227069e-06,1.09992769808598e-06,1.19611501842017e-05,7.48872011532629e-07
"b4186",2.66939684362304e-06,3.60882409044744e-06,1.29829309511905e-06,1.98835140029647e-06,3.12477377939826e-06,1.76724031287223e-06,1.09813039639579e-06,4.42301738245831e-06,1.01252800905605e-06,4.30037796021892e-07,7.97490563028337e-06,1.84543384304216e-06,7.66466331529263e-07,3.6065196859623e-06,0,8.02804839548414e-07,4.97409562059304e-06,3.30127740571159e-06,4.96133138319934e-07,1.45390045143609e-06,3.89790452550613e-07,6.70755055059583e-06,6.31347534886936e-06,6.35972513267977e-06,6.11326591155757e-06,2.62707834735755e-06,4.92921133656344e-06,3.18020723820468e-06,7.28707884327825e-06,3.91012193715261e-06,5.36910755933174e-06,0,6.43555563300224e-06,2.28946435564743e-06,0,0,7.3962536742431e-06,1.4293386041896e-05,5.00346376150399e-06,1.09992769808598e-06,0,1.49774402306526e-06
"b4187",0.000107802564838623,0.000116255690342271,9.34771028485719e-05,0.000101196621267721,9.47848046417473e-05,0.000105857694741046,4.28270854594358e-05,7.15054476830761e-05,3.88135736804819e-05,1.93517008209852e-05,0.000156839810728906,9.78079936812345e-05,2.22275236143486e-05,3.96717165455853e-05,9.83117288997158e-06,0.000112994781166439,0.000154196964238384,0.000122776078755274,2.11683472349839e-05,1.93853393524812e-05,1.24732944816196e-05,0.000166134575222685,0.000278125203526508,0.000136064645601807,0.000190190495026236,0.000126099760673163,0.00015955078799929,5.48585748590307e-05,9.61894407312729e-05,4.46405587824923e-05,0.00016203691275214,0.000192105307117919,0.00014217627521525,6.48681567433438e-06,2.4212019815117e-05,0,0.000162717580833348,0.000185814018544647,0.000162385142077902,7.33285132057319e-06,1.19611501842017e-05,7.23909611148208e-06
"b4188",1.65297266085888e-05,1.108424542066e-05,1.01266861419286e-05,1.38138097283755e-05,1.35406863773925e-05,1.09568899398078e-05,3.29439118918737e-06,2.94867825497221e-06,3.71260269987219e-06,8.60075592043785e-07,7.97490563028337e-06,9.2271692152108e-06,1.91616582882316e-06,4.50814960745287e-07,4.13944121683014e-06,1.30455786426617e-05,7.10585088656149e-06,1.08470543330524e-05,1.32302170218649e-06,1.93853393524812e-06,1.16937135765184e-06,6.73209036968338e-05,2.1266443280402e-05,6.02500275727557e-05,5.9208112439715e-05,3.15249401682906e-05,5.26647316485462e-05,2.70317615247398e-05,5.8296630746226e-06,2.11798271595766e-05,4.84596374585839e-05,7.51716419157075e-05,5.57418126366194e-05,1.15745142424398e-05,1.45272118890702e-05,1.90362749817116e-05,5.48555480839697e-05,9.59698777098729e-05,4.62820397939119e-05,6.59956618851588e-06,5.98057509210086e-06,7.7383441191705e-06
"b4189",3.71662175919823e-05,4.74302594744521e-05,3.80399876869883e-05,3.86158771952315e-05,4.89547892105728e-05,4.59482481346779e-05,9.51713010209684e-06,8.10886520117357e-06,1.19815814404966e-05,7.74068032839406e-06,4.78494337817003e-05,6.45901845064756e-05,5.36526432070484e-06,1.30736338616133e-05,3.1045809126226e-06,3.89360347180981e-05,4.7609200939962e-05,4.05585509844566e-05,3.80368739378616e-06,1.11465701276767e-05,1.16937135765184e-06,5.30878086260572e-05,6.2470177136181e-05,5.00409951229276e-05,7.14346442628301e-05,2.10166267788604e-05,5.19729125135899e-05,2.42490801913107e-05,1.02019103805896e-05,2.21573576438648e-05,6.20889104938106e-05,2.50572139719025e-05,4.80191458770167e-05,5.0876985681054e-06,4.8424039630234e-06,0,8.38242083080885e-05,5.3089719584185e-05,6.18610065058675e-05,3.6664256602866e-06,1.19611501842017e-05,2.4962400384421e-06
